ADD/DEL,COMPANY #,WPS Item #,Sequence,"Explanation/Message (CAPS, 60)",PT/Pick Ticket Program,Invoice Program,Labels,Return Auth/Warranty (X or blank),Order Entry/Customer Service (X or blank),PO Entry,PO Form,MO Entry,MO Form,PO Receiving,WEB,Expiration Date
U,1.0,1093-00-7009,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-MM-1616,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-MM-1616,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-MM-1616,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-MM-1717,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-MM-1717,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-MM-1717,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-MM-1818,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-MM-1818,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-MM-1818,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-NN-1616,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-NN-1616,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-NN-1616,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-NN-1717,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-NN-1717,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-NN-1717,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-NN-1818,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-NN-1818,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-NN-1818,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-PP-1716,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-PP-1716,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-PP-1716,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-PP-1817,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-PP-1817,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-PP-1817,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-SS-1817,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-SS-1817,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-SS-1817,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-XX-1618,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-XX-1618,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-XX-1618,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-XX-1716,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-XX-1716,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-XX-1716,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4242-ZZ-1616,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-ZZ-1616,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4242-ZZ-1616,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4342-MM-1818,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4342-MM-1818,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4342-MM-1818,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4342-NN-1616,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4342-NN-1616,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4342-NN-1616,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4342-NN-1818,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4342-NN-1818,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4342-NN-1818,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,4352-NN-1818,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,4352-NN-1818,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,4352-NN-1818,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-01-0700,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-01-0700,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-01-0700,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-01-5600,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-01-5600,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-01-5600,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-01-6510,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-01-6510,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-01-6510,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-02-0800,1.0,this mounting kit requires a stabilizer - see desc 2 for, , , , ,X, , , , , , ,99999999.0
U,1.0,5000-02-0800,2.0,part number., , , , ,X, , , , , , ,99999999.0
U,1.0,5000-02-0800,3.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-02-0800,4.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-02-0800,5.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-02-0801,1.0,this mounting kit requires a stabilizer - see desc 2 for, , , , ,X, , , , , , ,99999999.0
U,1.0,5000-02-0801,2.0,part number., , , , ,X, , , , , , ,99999999.0
U,1.0,5000-02-0801,3.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-02-0801,4.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-02-0801,5.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-03-0650,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-03-0650,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-03-0650,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-04-0080,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-04-0080,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-04-0080,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-04-0750,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-04-0750,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-04-0750,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-05-0025,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0025,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0025,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-05-0028,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0028,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0028,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-05-0029,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0029,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0029,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-05-0030,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0030,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0030,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-05-0519,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0519,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0519,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-05-0800,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0800,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-0800,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-05-1028,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-1028,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-1028,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-05-4551,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-4551,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-05-4551,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-06-0700,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-06-0700,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-06-0700,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-06-6600,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-06-6600,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-06-6600,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-06-6700,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-06-6700,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-06-6700,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-07-0660,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-07-0660,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-07-0660,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-07-0700,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-07-0700,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-07-0700,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5000-07-4610,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-07-4610,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5000-07-4610,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5242-MM-1818,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5242-MM-1818,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5242-MM-1818,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5242-MN-1818,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5242-MN-1818,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5242-MN-1818,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5242-NN-1818,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5242-NN-1818,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5242-NN-1818,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5242-PP-1817,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5242-PP-1817,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5242-PP-1817,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,5342-NN-1818,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,5342-NN-1818,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,5342-NN-1818,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15010,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15012,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15013,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15014,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15015,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15016,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15017,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15018,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15019,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15020,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15022,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15024,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15025,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15026,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15027,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-15028,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2058DS,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2059DS,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2067DS,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2096DS,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2100DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2100DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2100DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2137DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2137DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2137DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2141DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2141DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2141DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2143DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2143DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2143DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2168DS,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2251DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2251DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2251DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2318DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2318DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2318DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2490DS,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2575DS,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2576DS,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2606,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-277DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-277DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-277DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2857DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2857DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-2857DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-2893DS,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-3400DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-3400DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-3400DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-3490,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-3602318,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-3602318,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-3602318,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-3654DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-3654DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-3654DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-6133DS,1.0,Direct shipped - form required – subject to shipping, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-6133DS,2.0,Call WPS Customer Service to order, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-6133DS,3.0,Form required for all warranties, , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9001,1.0,this track is clipped every 3rd pitch with the window, , , , ,X, , , , , ,X,99999999.0
U,1.0,54-9001,2.0,between closed. not pace 3 as noted in 2018 printed catalog., , , , ,X, , , , , ,X,99999999.0
U,1.0,54-9001,3.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9002,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9003,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9004,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9005,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9006,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9007,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9008,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9009,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9010,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9011,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9027,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
U,1.0,54-9028,1.0,Form Required For All Warranties Call Wps Customer Service., , , ,X,X, , , , , ,X,99999999.0
